time_s,phase,airspeed_kts,groundSpeed_kts,altitude_ft,verticalSpeed_fpm,pitch_deg,roll_deg,yaw_deg,alpha_deg,stallAlpha_deg,stallSpeed_kts,stallWarning,stall,eng1_n1,eng2_n1,eng1_egt,eng2_egt,hydPress_psi,elecVolts,onGround
11.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,30.2,102.0,791,804,16,115,0
11.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,30.1,102.0,791,804,16,116,0
11.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,30.0,102.0,791,804,16,114,0
11.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,30.0,102.0,791,804,16,115,0
11.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.9,102.0,791,804,16,114,0
11.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.9,102.0,791,804,16,115,0
11.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.8,102.0,791,804,16,115,0
11.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.7,102.0,791,804,16,115,0
11.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.7,102.0,791,804,16,116,0
11.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.6,102.0,791,804,16,116,0
11.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.6,102.0,791,804,16,114,0
11.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.5,102.0,791,804,16,115,0
11.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.5,102.0,791,804,16,114,0
11.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.4,102.0,791,804,16,115,0
11.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.3,102.0,791,804,16,116,0
11.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.3,102.0,791,804,16,116,0
11.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.2,102.0,791,804,16,115,0
11.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.2,102.0,791,804,16,115,0
11.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.1,102.0,791,804,16,116,0
11.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.0,102.0,791,804,16,115,0
11.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,29.0,102.0,791,804,16,116,0
11.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.9,102.0,791,804,16,114,0
11.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.9,102.0,791,804,16,114,0
11.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.8,102.0,791,804,16,115,0
11.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.8,102.0,791,804,16,114,0
11.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.7,102.0,791,804,16,114,0
11.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.6,102.0,791,804,16,116,0
11.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.6,102.0,791,804,16,115,0
11.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.5,102.0,791,804,16,115,0
11.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.5,102.0,791,804,16,115,0
11.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.4,102.0,791,804,16,115,0
11.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.4,102.0,791,804,16,114,0
11.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.3,102.0,791,804,16,115,0
11.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.2,102.0,791,804,16,116,0
11.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.2,102.0,791,804,16,116,0
11.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.1,102.0,791,804,16,115,0
11.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.1,102.0,791,804,16,115,0
11.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.0,102.0,791,804,16,114,0
12.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,28.0,102.0,791,804,16,115,0
12.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.9,102.0,791,804,16,115,0
12.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.8,102.0,791,804,16,114,0
12.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.8,102.0,791,804,16,115,0
12.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.7,102.0,791,804,16,115,0
12.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.7,102.0,791,804,16,114,0
12.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.6,102.0,791,804,16,115,0
12.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.6,102.0,791,804,16,116,0
12.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.5,102.0,791,804,16,115,0
12.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.5,102.0,791,804,16,116,0
12.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.4,102.0,791,804,16,116,0
12.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.4,102.0,791,804,16,115,0
12.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.3,102.0,791,804,16,115,0
12.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.2,102.0,791,804,16,115,0
12.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.2,102.0,791,804,16,115,0
12.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.1,102.0,791,804,16,116,0
12.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.1,102.0,791,804,16,115,0
12.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.0,102.0,791,804,16,115,0
12.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,27.0,102.0,791,804,16,114,0
12.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.9,102.0,791,804,16,115,0
12.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.9,102.0,791,804,16,116,0
12.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.8,102.0,791,804,16,114,0
12.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.8,102.0,791,804,16,116,0
12.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.7,102.0,791,804,16,115,0
12.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.6,102.0,791,804,16,114,0
12.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.6,102.0,791,804,16,115,0
12.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.5,102.0,791,804,16,115,0
12.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.5,102.0,791,804,16,115,0
12.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.4,102.0,791,804,16,116,0
12.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.4,102.0,791,804,16,114,0
12.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.3,102.0,791,804,16,116,0
12.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.3,102.0,791,804,16,116,0
12.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.2,102.0,791,804,16,116,0
12.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.2,102.0,791,804,16,116,0
12.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.1,102.0,791,804,16,114,0
12.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.1,102.0,791,804,16,114,0
12.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.0,102.0,791,804,16,116,0
12.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,26.0,102.0,791,804,16,115,0
12.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.9,102.0,791,804,16,116,0
12.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.9,102.0,791,804,16,114,0
12.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.8,102.0,791,804,16,115,0
12.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.8,102.0,791,804,16,114,0
12.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.7,102.0,791,804,16,114,0
12.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.7,102.0,791,804,16,116,0
12.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.6,102.0,791,804,16,115,0
12.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.6,102.0,791,804,16,115,0
12.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.5,102.0,791,804,16,114,0
12.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.5,102.0,791,804,16,115,0
12.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.4,102.0,791,804,16,114,0
12.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.3,102.0,791,804,16,115,0
13.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.3,102.0,791,804,16,114,0
13.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.2,102.0,791,804,16,115,0
13.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.2,102.0,791,804,16,115,0
13.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.1,102.0,791,804,16,116,0
13.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.1,102.0,791,804,16,114,0
13.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.0,102.0,791,804,16,115,0
13.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,25.0,102.0,791,804,16,116,0
13.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.9,102.0,791,804,16,115,0
13.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.9,102.0,791,804,16,114,0
13.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.8,102.0,791,804,16,116,0
13.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.8,102.0,791,804,16,115,0
13.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.7,102.0,791,804,16,115,0
13.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.7,102.0,791,804,16,115,0
13.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.6,102.0,791,804,16,115,0
13.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.6,102.0,791,804,16,115,0
13.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.6,102.0,791,804,16,114,0
13.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.5,102.0,791,804,16,115,0
13.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.5,102.0,791,804,16,115,0
13.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.4,102.0,791,804,16,115,0
13.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.4,102.0,791,804,16,115,0
13.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.3,102.0,791,804,16,114,0
13.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.3,102.0,791,804,16,115,0
13.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.2,102.0,791,804,16,116,0
13.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.2,102.0,791,804,16,115,0
13.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.1,102.0,791,804,16,115,0
13.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.1,102.0,791,804,16,115,0
13.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.0,102.0,791,804,16,114,0
13.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,24.0,102.0,791,804,16,116,0
13.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.9,102.0,791,804,16,116,0
13.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.9,102.0,791,804,16,115,0
13.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.8,102.0,791,804,16,115,0
13.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.8,102.0,791,804,16,114,0
13.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.7,102.0,791,804,16,116,0
13.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.7,102.0,791,804,16,114,0
13.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.6,102.0,791,804,16,114,0
13.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.6,102.0,791,804,16,116,0
13.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.5,102.0,791,804,16,115,0
13.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.5,102.0,791,804,16,115,0
13.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.4,102.0,791,804,16,115,0
13.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.4,102.0,791,804,16,116,0
13.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.4,102.0,791,804,16,115,0
13.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.3,102.0,791,804,16,114,0
13.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.3,102.0,791,804,16,116,0
13.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.2,102.0,791,804,16,115,0
13.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.2,102.0,791,804,16,114,0
13.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.1,102.0,791,804,16,115,0
13.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.1,102.0,791,804,16,115,0
13.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.0,102.0,791,804,16,116,0
13.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,23.0,102.0,791,804,16,114,0
13.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.9,102.0,791,804,16,115,0
14.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.9,102.0,791,804,16,116,0
14.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.8,102.0,791,804,16,114,0
14.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.8,102.0,791,804,16,115,0
14.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.8,102.0,791,804,16,115,0
14.08,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.7,102.0,791,804,16,115,0
14.10,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.7,102.0,791,804,16,114,0
14.12,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.6,102.0,791,804,16,116,0
14.14,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.6,102.0,791,804,16,115,0
14.16,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.5,102.0,791,804,16,115,0
14.18,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.5,102.0,791,804,16,115,0
14.20,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.4,102.0,791,804,16,115,0
14.22,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.4,102.0,791,804,16,115,0
14.24,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.3,102.0,791,804,16,114,0
14.26,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.3,102.0,791,804,16,115,0
14.28,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.3,102.0,791,804,16,115,0
14.30,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.2,102.0,791,804,16,115,0
14.32,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.2,102.0,791,804,16,115,0
14.34,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.1,102.0,791,804,16,116,0
14.36,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.1,102.0,791,804,16,115,0
14.38,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.0,102.0,791,804,16,114,0
14.40,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,22.0,102.0,791,804,16,116,0
14.42,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.9,102.0,791,804,16,115,0
14.44,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.9,102.0,791,804,16,115,0
14.46,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.9,102.0,791,804,16,116,0
14.48,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.8,102.0,791,804,16,115,0
14.50,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.8,102.0,791,804,16,114,0
14.52,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.7,102.0,791,804,16,115,0
14.54,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.7,102.0,791,804,16,116,0
14.56,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.6,102.0,791,804,16,116,0
14.58,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.6,102.0,791,804,16,115,0
14.60,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.6,102.0,791,804,16,115,0
14.62,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.5,102.0,791,804,16,114,0
14.64,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.5,102.0,791,804,16,115,0
14.66,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.4,102.0,791,804,16,115,0
14.68,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.4,102.0,791,804,16,116,0
14.70,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.3,102.0,791,804,16,116,0
14.72,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.3,102.0,791,804,16,115,0
14.74,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.3,102.0,791,804,16,115,0
14.76,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.2,102.0,791,804,16,114,0
14.78,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.2,102.0,791,804,16,116,0
14.80,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.1,102.0,791,804,16,115,0
14.82,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.1,102.0,791,804,16,116,0
14.84,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.0,102.0,791,804,16,115,0
14.86,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.0,102.0,791,804,16,116,0
14.88,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,21.0,102.0,791,804,16,115,0
14.90,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.9,102.0,791,804,16,116,0
14.92,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.9,102.0,791,804,16,115,0
14.94,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.8,102.0,791,804,16,114,0
14.96,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.8,102.0,791,804,16,115,0
14.98,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.8,102.0,791,804,16,116,0
15.00,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.7,102.0,791,804,16,116,0
15.02,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.7,102.0,791,804,16,116,0
15.04,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.6,102.0,791,804,16,115,0
15.06,climb_cruise,0.0,0.0,35000.0,0,0.00,0.00,0.00,0.00,15.0,125.0,0,1,20.6,102.0,791,804,16,115,0
